날짜,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구
2003-03-01,0.7285506369632114,-0.6351084910818969,0.4416707719602955,0.5307530591506942,0.20350916327380697,0.9379478909963814,0.12680323000570815,-0.10814778942696267,0.6012014608768013,0.178246640204889,0.3819716047451075,0.17198261476031942,0.562046561002674,2.004585488415385,0.23782842248303604,0.7984872454788159,0.41866846910917216,0.9212260006272797,0.26575114656106513,0.18396505117030743,-0.02703222914130401,0.10106641984342973,1.5544711310729218,0.07475379052083031,0.39823191407314323
2003-04-01,0.9527043053452771,-0.6820070432448234,1.5907041501851844,1.2184000633726266,1.077516929316837,1.4636257720029768,0.9400347994040887,0.3800941300316687,1.154845794549296,0.3878059922331279,0.4462012625492244,0.28828200139527016,1.251652022497605,3.715778104223451,0.6726714622645483,0.9528324668985048,0.6416147530622167,1.1938396207150193,1.379250073045952,1.0933000248416738,1.0428360704686672,1.8337556084495106,5.480640020222729,4.500101526448026,6.614623717724941
2003-05-01,1.5819759252652486,-0.3924257893911121,3.953681608196893,2.365097307445502,3.2659874880920094,3.29633787459329,2.21959428768588,0.8340326614038505,1.5447666350682665,0.41849450532796767,1.2896640590207342,1.0002124058893789,2.8106344111020745,6.076007431493507,3.187851747817014,2.4959463696615987,1.9197067901087481,2.9200689356960527,3.627315361562274,3.1263590143397746,2.5296350688572433,5.343784411059971,9.241695711059565,8.743430755589038,11.429386420038247
2003-06-01,2.0212559257366305,-0.061287144859814645,4.645486615670086,2.464826155230562,4.254530991695298,3.3759987848294113,3.476494851262959,1.2272904650393217,1.8018141096269873,0.3776100148745547,1.3272644579283064,3.149843444232002,2.9506417071659343,7.423282631685424,5.727825041069576,2.8592207787404695,2.6094483757446945,5.40926914051722,5.260721232113666,4.192814426199171,2.671406868989061,6.853864437446934,10.156716896939864,9.915506732034522,12.543616387527962
2003-07-01,1.2389640819731813,0.03053167769381209,5.0327952070035655,3.311759661863038,4.368780420003377,4.01497114811617,4.146559727893041,0.9903734725526182,1.972766747952706,0.18433797882817804,1.285147562118831,3.8253734075679815,3.4270630107226765,7.941722798788192,6.553267715951941,3.4219319091708584,2.9047865171830516,6.186016262563769,5.691096478033777,5.172185227154543,2.990584529582608,8.639875153949626,12.39682352547552,11.006769370430744,13.889530828573706
2003-08-01,1.4925145072544908,0.8826381424157669,5.3360214648790425,4.374428017050054,4.8204431492243796,4.597268412352422,4.3685942276915,1.076128084125627,2.3105752239786974,-0.0030196384284802012,1.6614919318760988,4.784428080642364,3.8850451308395053,8.366498931616547,7.604588045282891,4.336863952919731,3.0562362996118626,6.673304873880956,7.2533430499333615,6.074046365268098,3.257260340105911,10.711318042402633,14.932332223831107,12.735454077754591,17.960604357367735
2003-09-01,2.808325582149725,1.812892907200259,7.481526945031644,5.476543202938379,6.008979970676125,5.078476261702696,5.758253601301317,1.385390797980832,2.636743869649121,0.6053774942273537,2.504393367185838,5.96186918329528,5.470709457307735,9.83610568950505,11.02373758074178,6.1501894508872095,3.3985669067019932,7.755354603384356,8.816885438019764,7.443135683034438,4.5146936280306225,13.339948334251309,19.055515262401144,17.480477185605285,22.793381215092793
2003-10-01,2.7476836829282254,2.4871242857018627,9.120518963073836,6.761319896368755,7.828398953334161,5.693586694818236,6.723394992442996,1.5535890576504638,3.0197587177956247,1.3735946979881597,4.176924537381329,7.53433046784361,6.853170073442786,12.207484240559879,14.824014415597953,7.180508063668296,3.9933959500464273,9.469138477832155,10.827605552127832,8.767885567026065,4.834408396285187,16.05581360768937,23.209149713007594,21.881824176070097,25.49818062051903
2003-11-01,2.5452609885067043,2.8183274805465492,9.296014779633193,7.542904643750801,8.072586800985777,6.135830957386967,6.512782522486682,2.723322987422068,2.8921308417841205,1.067769080862621,4.206053628017075,7.556599220265918,6.951516663348273,12.28601765486733,14.98529027609318,6.9678698269821,3.9176130496414032,9.379767820855553,11.1940310077351,8.975621512439444,4.825893385027221,14.754996720747931,21.086265637392625,20.808974335147205,22.60283576405311
2003-12-01,2.42204494744706,2.3696700490059603,8.840316777969774,7.380495963714287,8.335317833576127,5.776576652566129,6.165401476983636,2.680938478385161,2.5689343239710016,0.7094395164492044,3.989866919386516,7.331179674614237,7.290881284878697,11.470138247032827,14.38997740700731,5.954487960783174,3.070850646158893,9.003843673806516,10.7627371118091,9.088226690631593,4.496640218574274,13.574597610511727,19.910819908493917,19.65327605792768,21.08781833066118
2004-01-01,2.2681319591928544,2.2329489367991937,9.344080298629768,7.547585204163046,8.401064507079862,5.8792241600305895,5.93616018594313,2.868662172484173,2.2519826699363703,0.2635696866816503,3.8510955694224913,7.212573003993013,7.84670345605381,11.439663401982186,13.97160656949891,6.022826801488777,2.513093681080928,9.095299321828564,10.565393191831367,8.749981516131168,4.357227418344342,12.827927947469044,19.555520469601632,19.1592251935909,20.653674320853302
2004-02-01,2.7789827108290983,2.348428821917255,10.593620805086054,8.575794797800325,8.734812637471222,6.255064176539585,6.044758913236359,2.5961888106094526,2.3829258512573324,0.7769240744042478,4.104643437987029,7.503714138965223,8.462312122107237,11.726152124594776,13.88055295011395,6.211487875676394,2.7183369012188967,9.896533990477609,10.611925669889768,8.818370431901092,4.374665640816146,13.606739794316242,20.81532183421641,20.609389968141187,21.958238124296216
